** PROTOCOL: SURVEY,false - RELAX,false - SURVEY,false - SEARCH,false - WRITE,false - SURVEY,false - STRESSOR,true - SURVEY,false - SEARCH,true - WRITE,true - SURVEY,false -  **
************************************
Exercise 1: SURVEY(false) 
************************************
Exercise 2: RELAX(false) DURATION: 5'
************************************
Exercise 3: SURVEY(false) 
************************************
Exercise 4: SEARCH(false) DURATION: x3
************ REPETITION 1 ************
(1418748004555954762,0.06273939,-0.3754276,-0.7142029)
(1418748004567596950,0.0628924,-0.37540206,-0.7139635)
(1418748004630204242,0.062156927,-0.3488157,-0.7307321)
(1418748004693056638,0.05756932,-0.31124818,-0.75193036)
(1418748004758405128,0.060751908,-0.29522303,-0.7591913)
(1418748004820729919,0.06460369,-0.2858392,-0.76366806)
(1418748004885537315,0.075283065,-0.29924968,-0.7549401)
(1418748004951125283,0.072066054,-0.2954189,-0.75675404)
(1418748005015430075,0.06992388,-0.29453528,-0.7575904)
(1418748005079625127,0.06981792,-0.29304257,-0.7585218)
(1418748005144376012,0.069227956,-0.2903286,-0.759799)
(1418748005208331065,0.070601255,-0.2887105,-0.7602837)
(1418748005272336638,0.07880423,-0.29283252,-0.75648177)
(1418748005336561377,0.09365872,-0.29888022,-0.7507493)
(1418748005400368096,0.1042992,-0.30313456,-0.7466848)
(1418748005465197783,0.11130822,-0.30527046,-0.74444234)
(1418748005527420336,0.11592331,-0.3064773,-0.7434446)
(1418748005591770492,0.1165487,-0.30655617,-0.74408674)
(1418748005657178044,0.114627905,-0.30554622,-0.74562514)
(1418748005721619867,0.10888124,-0.30112275,-0.749469)
(1418748005786534607,0.10265086,-0.2950269,-0.7540444)
(1418748005849558928,0.10430378,-0.29363796,-0.75455165)
(1418748005914255855,0.10857769,-0.29618084,-0.7524684)
(1418748005980025492,0.10987129,-0.29666167,-0.7519965)
(1418748006044442523,0.111348234,-0.2986855,-0.75079095)
(1418748006108044450,0.11539719,-0.30054444,-0.748908)
(1418748006169626689,0.11904194,-0.30266032,-0.7470873)
(1418748006234968876,0.12064038,-0.30471614,-0.7457784)
(1418748006299271637,0.11983691,-0.305992,-0.7450892)
(1418748006363745855,0.12063524,-0.3094005,-0.7436145)
(1418748006428327315,0.12382708,-0.31043857,-0.7426973)
(1418748006493484450,0.12747781,-0.312445,-0.7411042)
(1418748006556263981,0.13198666,-0.31223083,-0.74065614)
(1418748006620690439,0.14032911,-0.31285655,-0.7394185)
(1418748006686400543,0.14846261,-0.316044,-0.7363493)
(1418748006750126689,0.15360808,-0.31959954,-0.7338782)
(1418748006814350439,0.15309106,-0.3179135,-0.7352624)
(1418748006876817054,0.15357716,-0.31852058,-0.7357022)
(1418748006940414605,0.15468925,-0.3212487,-0.73446715)
(1418748007007168668,0.15250398,-0.319989,-0.7361003)
(1418748007069838616,0.15007012,-0.31830627,-0.73777455)
(1418748007135795543,0.14566666,-0.3135249,-0.7412666)
(1418748007198856637,0.14632437,-0.31387126,-0.7408433)
(1418748007263044136,0.14791836,-0.31491828,-0.74007666)
(1418748007329142470,0.14743254,-0.3142624,-0.74037683)
(1418748007393339084,0.14687113,-0.3133042,-0.7412901)
(1418748007458111949,0.14680088,-0.31269938,-0.74159807)
(1418748007522039761,0.14757462,-0.3144466,-0.74035865)
(1418748007584231168,0.14552264,-0.31290388,-0.74105215)
(1418748007648239449,0.14376639,-0.3127556,-0.7419114)
(1418748007713780179,0.14428422,-0.313353,-0.74145555)
(1418748007776809449,0.14426523,-0.31437737,-0.740947)
(1418748007841480595,0.13947411,-0.30887386,-0.74400336)
(1418748007907307001,0.13548468,-0.29985952,-0.74980617)
(1418748007970284448,0.1342525,-0.2952305,-0.75215745)
