** PROTOCOL: SURVEY,false - RELAX,false - SURVEY,false - SEARCH,false - WRITE,false - SURVEY,false - WAIT_SECOND_STEP,false - STRESSOR,true - SURVEY,false - SEARCH,true - WRITE,true - SURVEY,false -  **
************************************
Exercise 1: SURVEY(false) 
************************************
Exercise 2: RELAX(false) DURATION: 3'
************************************
Exercise 3: SURVEY(false) 
************************************
Exercise 4: SEARCH(false) DURATION: x3
************ REPETITION 1 ************
(1416233716644207988,0.0,0.0,0.0)
(1416233716708203349,0.18802932,0.28771234,0.7552688)
(1416233716772534404,0.19048831,0.28571162,0.7543232)
(1416233716836895976,0.19263867,0.28252766,0.7535789)
(1416233716901318584,0.19550459,0.27936387,0.7517486)
(1416233716965710674,0.19753829,0.27761847,0.75154346)
(1416233717030438457,0.19905126,0.27823266,0.7511583)
(1416233717094464336,0.19998172,0.27923375,0.75025547)
(1416233717158825908,0.20016317,0.27991146,0.7501209)
(1416233717223217998,0.2002486,0.28045678,0.75041443)
(1416233717287579570,0.20133917,0.28111148,0.7494947)
(1416233717351971660,0.2028489,0.2805249,0.7481526)
(1416233717416699443,0.20300622,0.27878642,0.74783254)
(1416233717480725322,0.20329912,0.27658594,0.7464327)
(1416233717545117412,0.20279935,0.27522817,0.7460828)
(1416233717609448466,0.20220578,0.27481714,0.74711066)
(1416233717673840556,0.20255822,0.27621245,0.74701107)
(1416233717738232646,0.20219883,0.27794528,0.7473733)
(1416233717802990947,0.20272394,0.27785107,0.745098)
(1416233717866986308,0.20071937,0.27528888,0.74448335)
(1416233717931378398,0.19686742,0.27086154,0.7454819)
(1416233717995739970,0.19548999,0.2650615,0.7438064)
(1416233718060162578,0.19160067,0.2585114,0.7429598)
(1416233718124493632,0.18940096,0.25251713,0.7402129)
(1416233718189282451,0.18191127,0.23956962,0.73804986)
(1416233718253277812,0.17357057,0.21267478,0.73249775)
(1416233718317639384,0.16859333,0.19399829,0.7288662)
(1416233718382000957,0.16620894,0.2111516,0.72832704)
(1416233718446393047,0.15915494,0.23489322,0.7307057)
(1416233718510785136,0.15974283,0.23725045,0.7363487)
(1416233718575543437,0.17412712,0.24225596,0.7354609)
(1416233718639538799,0.18399967,0.2586782,0.73231435)
(1416233718703900371,0.18619591,0.27279893,0.7331643)
(1416233718768322978,0.18938771,0.27670094,0.7355355)
