@RELATION stress
@ATTRIBUTE VERTICAL_AVERAGE_PRESSURE NUMERIC
@ATTRIBUTE VERTICAL_AVERAGE_SIZE NUMERIC
@ATTRIBUTE VERTICAL_SCROLL_DELTA NUMERIC
@ATTRIBUTE VERTICAL_SCROLL_TIME_LENGTH NUMERIC
@ATTRIBUTE VERTICAL_SCROLL_INTERACTION_LENGTH NUMERIC
@ATTRIBUTE VERTICAL_SPEED_SCROLL_DELTA NUMERIC
@ATTRIBUTE VERTICAL_SPEED_SCROLL_INTERACTION NUMERIC
@ATTRIBUTE VERTICAL_MEAN_DISTANCE_CENTER NUMERIC
@ATTRIBUTE VERTICAL_MEAN_DISTANCE_TOP_LEFT NUMERIC
@ATTRIBUTE VERTICAL_LINEARITY NUMERIC
@ATTRIBUTE VERTICAL_LINEARITY_SUM_EVERY_POINT NUMERIC
@ATTRIBUTE HORIZONTAL_AVERAGE_PRESSURE NUMERIC
@ATTRIBUTE HORIZONTAL_AVERAGE_SIZE NUMERIC
@ATTRIBUTE HORIZONTAL_SCROLL_DELTA NUMERIC
@ATTRIBUTE HORIZONTAL_SCROLL_TIME_LENGTH NUMERIC
@ATTRIBUTE HORIZONTAL_SCROLL_INTERACTION_LENGTH NUMERIC
@ATTRIBUTE HORIZONTAL_SPEED_SCROLL_DELTA NUMERIC
@ATTRIBUTE HORIZONTAL_SPEED_SCROLL_INTERACTION NUMERIC
@ATTRIBUTE HORIZONTAL_MEAN_DISTANCE_CENTER NUMERIC
@ATTRIBUTE HORIZONTAL_MEAN_DISTANCE_TOP_LEFT NUMERIC
@ATTRIBUTE HORIZONTAL_LINEARITY NUMERIC
@ATTRIBUTE HORIZONTAL_LINEARITY_SUM_EVERY_POINT NUMERIC
@ATTRIBUTE class {no-stress, stress}
@data
1.0,0.024159665840367477,614.0,1508.0,690.6885519652279,0.40716180371352784,0.45801628114405035,401.0468627246131,1113.1785403978201,8.0,66.7415771484375,?,?,?,?,?,?,?,?,?,?,?,no-stress
1.0,0.022806173083601427,810.0,2513.0,1256.4351750493179,0.32232391563867885,0.499974204158105,495.3336541920215,1402.3074856545736,109.0,377.15380859375,?,?,?,?,?,?,?,?,?,?,?,no-stress
1.0,0.022751581585727446,450.0,2431.0,1670.1784232181922,0.1851090086384204,0.6870334937137771,369.93900454943156,1142.4568914263768,55.0,385.51708984375,?,?,?,?,?,?,?,?,?,?,?,no-stress
1.0,0.023337597675297573,1001.0,1539.0,720.8635193439175,0.6504223521767382,0.4683973485015708,366.0366024132851,1152.5146913947353,120.0,120.0,?,?,?,?,?,?,?,?,?,?,?,no-stress
1.0,0.023985410239114317,220.0,1659.0,1047.493848107456,0.13261000602772754,0.6314007523251693,325.02367357146994,1061.3612072282472,235.0,453.7708740234375,?,?,?,?,?,?,?,?,?,?,?,no-stress
1.0,0.022803196890486613,1183.0,460.0,817.118199534516,2.5717391304347825,1.7763439120315565,572.0479743892167,1138.4728771791479,13.0,131.0,?,?,?,?,?,?,?,?,?,?,?,no-stress
1.0,0.023279100735770896,691.0,771.0,512.6258210103794,0.8962386511024644,0.6648843333467955,549.3311807750608,1331.1335751751799,13.0,65.1710205078125,?,?,?,?,?,?,?,?,?,?,?,no-stress
1.0,0.021870287780005198,317.0,424.0,365.59089701100913,0.7476415094339622,0.8622426816297385,540.7528726660124,1326.011807825459,7.0,47.0,?,?,?,?,?,?,?,?,?,?,?,no-stress
1.0,0.02239946970495127,500.0,2038.0,462.5839000847274,0.24533856722276742,0.22697934253421365,593.3962965914071,1378.1971943074177,58.0,86.79721069335938,?,?,?,?,?,?,?,?,?,?,?,no-stress
1.0,0.02309368372791343,44.0,734.0,409.88640482367805,0.05994550408719346,0.5584283444464279,523.4922364968129,1287.2036651255462,28.0,44.65509033203125,?,?,?,?,?,?,?,?,?,?,?,no-stress
1.0,0.02325490366667509,465.0,801.0,523.8814618446264,0.5805243445692884,0.6540342844502203,497.89549060130264,1056.4217314544294,32.0,108.95925903320312,?,?,?,?,?,?,?,?,?,?,?,no-stress
1.0,0.021925135092301803,354.0,167.0,191.18497879913213,2.1197604790419162,1.1448202323301324,468.88544892988864,1191.7524684908872,12.0,12.0,?,?,?,?,?,?,?,?,?,?,?,no-stress
1.0,0.020448180314685618,437.0,205.0,250.3854868637224,2.131707317073171,1.2213926188474264,490.4723063488717,1170.730381231177,24.0,24.0,?,?,?,?,?,?,?,?,?,?,?,no-stress
1.0,0.021155831747149165,474.0,302.0,252.17678022824876,1.5695364238410596,0.8350224510869164,567.8568810699111,1283.6188810236126,56.414642333984375,56.414642333984375,?,?,?,?,?,?,?,?,?,?,?,no-stress
1.0,0.021078432444483042,127.0,324.0,151.013303495524,0.39197530864197533,0.4660904428874198,572.4143225113473,1335.794641940038,3.9596328735351562,18.040367126464844,?,?,?,?,?,?,?,?,?,?,?,no-stress
1.0,0.022875818734367687,311.0,219.0,222.61350640063264,1.4200913242009132,1.016500029226633,413.52736041010274,1140.9004090474207,43.0,43.0,?,?,?,?,?,?,?,?,?,?,?,no-stress
1.0,0.020588235929608345,758.0,108.0,132.4762573485011,7.018518518518518,1.2266320124861212,464.25505123326093,1226.0603956795287,14.0,20.0,?,?,?,?,?,?,?,?,?,?,?,no-stress
1.0,0.022640524407227833,745.0,1271.0,742.2884792052348,0.5861526357199056,0.5840192597995553,567.1468995900757,1565.8697515565998,73.0,104.03564453125,?,?,?,?,?,?,?,?,?,?,?,no-stress
1.0,0.022162805791154053,591.0,518.0,459.7619532417913,1.140926640926641,0.8875713383046163,505.787093019965,1557.6071508610348,21.0,63.167236328125,?,?,?,?,?,?,?,?,?,?,?,no-stress
1.0,0.021870287756125133,518.0,613.0,574.3998991973468,0.8450244698205547,0.9370308306645135,554.2766006693378,1594.7626714415615,168.0,168.0,?,?,?,?,?,?,?,?,?,?,?,no-stress
1.0,0.02476780381249754,252.0,605.0,396.96264986456214,0.41652892561983473,0.6561366113463837,547.4134046083661,1454.8373627320661,305.0,305.0,?,?,?,?,?,?,?,?,?,?,?,no-stress
?,?,?,?,?,?,?,?,?,?,?,1.0,0.024229693625654494,1296.0,209.0,332.8875476393206,6.2009569377990434,1.5927633858340697,383.36077607358004,1358.582592325224,76.0,76.0,no-stress
?,?,?,?,?,?,?,?,?,?,?,1.0,0.021479501981626858,24.0,372.0,407.3599506549373,0.06451612903225806,1.0950536307928422,565.4653261121206,1469.0019581853858,144.0,144.0,no-stress
1.0,0.02328431571368128,1260.0,243.0,882.1266550573254,5.185185185185185,3.6301508438573062,471.6620050528095,1350.9290324604356,106.0,127.839599609375,?,?,?,?,?,?,?,?,?,?,?,no-stress
1.0,0.025490198240038894,124.0,680.0,505.1021014630585,0.18235294117647058,0.7427972080339096,544.7240852887905,1601.1303017648313,452.0,454.0,?,?,?,?,?,?,?,?,?,?,?,no-stress
1.0,0.025846704417331653,16.0,797.0,529.9154051096097,0.020075282308657464,0.664887584830125,448.5785617288798,1481.1051037419566,484.5650939941406,484.5650939941406,?,?,?,?,?,?,?,?,?,?,?,no-stress
1.0,0.03450146182737452,460.0,773.0,524.1504472248453,0.5950840879689522,0.6780730235767727,352.2766003035039,969.4251066519967,86.0,96.0,?,?,?,?,?,?,?,?,?,?,?,no-stress
1.0,0.033777286210712396,568.0,859.0,625.2749575653727,0.6612339930151339,0.727910311484718,492.8499317105692,787.3626052061163,92.0,96.48159790039062,?,?,?,?,?,?,?,?,?,?,?,no-stress
1.0,0.03184502899467227,265.0,1507.0,702.5936621998587,0.17584605175846052,0.46622008108816104,378.5455272615231,1254.6366969431526,197.22122192382812,217.79495239257812,?,?,?,?,?,?,?,?,?,?,?,no-stress
1.0,0.030294119566679,209.0,1793.0,362.5225953571841,0.1165644171779141,0.2021877274719376,333.34887304437905,1174.5300005982872,16.0,26.0,?,?,?,?,?,?,?,?,?,?,?,no-stress
1.0,0.030043205656742646,208.0,1097.0,293.0421993614235,0.18960802187784867,0.267130537248335,364.0696652009016,1223.237990394866,32.5859375,33.0416259765625,?,?,?,?,?,?,?,?,?,?,?,no-stress
1.0,0.02365196228493005,78.0,248.0,356.0886499812893,0.31451612903225806,1.4358413305697149,312.33263371941996,948.3493757766178,325.0,325.0,?,?,?,?,?,?,?,?,?,?,?,no-stress
1.0,0.0313725508749485,244.0,1037.0,360.1138647370468,0.23529411764705882,0.3472650576056382,388.1561973897858,1103.3165196798127,23.174301147460938,51.38645935058594,?,?,?,?,?,?,?,?,?,?,?,no-stress
1.0,0.03321267142891884,212.0,1220.0,268.41672763077736,0.1737704918032787,0.22001371117276833,352.514824937565,1231.2825044065698,11.0,13.361572265625,?,?,?,?,?,?,?,?,?,?,?,no-stress
1.0,0.04393609592484103,192.0,918.0,297.069574053138,0.20915032679738563,0.3236052004936144,315.6924436890983,1355.3832661870358,71.0,109.0,?,?,?,?,?,?,?,?,?,?,?,no-stress
1.0,0.03306746602816097,202.0,1010.0,264.69609145678237,0.2,0.2620753380760221,298.2623026684309,1176.1577120442707,18.0,30.49371337890625,?,?,?,?,?,?,?,?,?,?,?,no-stress
1.0,0.030553118673278326,206.0,1216.0,267.6347858711367,0.16940789473684212,0.22009439627560587,379.69048865575456,1180.2245055114847,26.179397583007812,32.33897399902344,?,?,?,?,?,?,?,?,?,?,?,no-stress
1.0,0.03087192512256034,130.0,1544.0,538.7829927988271,0.08419689119170984,0.3489527155432818,366.5202569350548,1122.2145110127976,35.0,47.912109375,?,?,?,?,?,?,?,?,?,?,?,no-stress
?,?,?,?,?,?,?,?,?,?,?,1.0,0.023394187334282644,2220.0,797.0,2872.060304528895,2.7854454203262233,3.6035888388066435,463.49643756041803,1337.2252653531045,879.0,2835.0,no-stress
?,?,?,?,?,?,?,?,?,?,?,1.0,0.025791857334283682,797.0,1052.0,859.8240454795819,0.7576045627376425,0.8173232371478915,445.2365614793605,1241.4026900843887,106.0,106.0,no-stress
?,?,?,?,?,?,?,?,?,?,?,1.0,0.02544117849320173,523.0,645.0,669.2810830159942,0.8108527131782945,1.0376450899472778,341.578556745964,1226.4401039711147,97.0,99.0,no-stress
?,?,?,?,?,?,?,?,?,?,?,1.0,0.027886712302764256,2220.0,140.0,761.6991927320623,15.857142857142858,5.440708519514731,558.7337079372849,1507.1302299181384,20.0079345703125,59.8094482421875,no-stress
?,?,?,?,?,?,?,?,?,?,?,1.0,0.024993466287851332,534.0,1304.0,603.6377164409311,0.40950920245398775,0.46291235923384283,424.6773344911232,1461.5767402260026,111.0,115.0,no-stress
?,?,?,?,?,?,?,?,?,?,?,1.0,0.024836603448622756,673.0,276.0,574.0359007086323,2.4384057971014492,2.079840219958813,472.43542665097965,1475.6145055568456,13.0,77.50341796875,no-stress
?,?,?,?,?,?,?,?,?,?,?,1.0,0.024673204869031906,522.0,180.0,425.6562335291159,2.9,2.364756852939533,518.9329711664195,1507.711705436337,40.0,60.0,no-stress
?,?,?,?,?,?,?,?,?,?,?,1.0,0.024019609903916717,491.0,225.0,411.32485450210925,2.1822222222222223,1.8281104644538189,573.3188172105897,1590.4647888921254,42.0,44.0,no-stress
?,?,?,?,?,?,?,?,?,?,?,1.0,0.02862745299935341,2220.0,139.0,862.8028667974634,15.971223021582734,6.207214869046499,685.6961631089929,1633.0630581601501,15.0,177.040771484375,no-stress
?,?,?,?,?,?,?,?,?,?,?,1.0,0.02376470796763897,635.0,416.0,600.082760352784,1.5264423076923077,1.442506635463423,574.587164381142,1613.5100281563148,67.0,82.83935546875,no-stress
?,?,?,?,?,?,?,?,?,?,?,1.0,0.02332301535888722,553.0,291.0,560.3609465745518,1.9003436426116838,1.9256389916651264,492.5118357726875,1528.0401421646393,21.0,47.287353515625,no-stress
?,?,?,?,?,?,?,?,?,?,?,1.0,0.024019609950482846,433.0,311.0,491.771579922729,1.392282958199357,1.5812590994299969,469.39254809790134,1497.340206355539,41.0,59.47412109375,no-stress
