@RELATION stress
@ATTRIBUTE PRESSURE NUMERIC
@ATTRIBUTE SIZE NUMERIC
@ATTRIBUTE MOVEMENT NUMERIC
@ATTRIBUTE DURATION NUMERIC
@ATTRIBUTE TIME_DISTANCE NUMERIC
@ATTRIBUTE class {no-stress, stress}
@data
1.0,0.026470590196549893,2.6172504656604803,0.166,?,no-stress
1.0,0.023039217572659254,0.0,0.122,1042.0,no-stress
1.0,0.02352941408753395,0.0,0.093,324.0,no-stress
1.0,0.0277777798473835,0.0,0.101,982.0,no-stress
1.0,0.02549019828438759,0.0,0.111,2860.0,no-stress
1.0,0.026143793016672134,0.0,0.106,407.0,no-stress
1.0,0.023529413777093094,0.0,0.117,539.0,no-stress
1.0,0.024509805720299482,0.0,0.116,499.0,no-stress
1.0,0.024705884233117103,0.0,0.083,324.0,no-stress
1.0,0.02689075842499733,0.0,0.112,413.0,no-stress
1.0,0.02549019828438759,0.0,0.124,1376.0,no-stress
1.0,0.024183008819818497,0.0,0.113,1030.0,no-stress
1.0,0.025163400918245316,0.0,0.108,346.0,no-stress
1.0,0.02408963761159352,0.0,0.137,575.0,no-stress
1.0,0.02408963787768568,0.0,0.114,367.0,no-stress
1.0,0.024509805875519913,0.5,0.108,1786.0,no-stress
1.0,0.02352941408753395,0.0,0.072,413.0,no-stress
1.0,0.025163400918245316,0.0,0.129,521.0,no-stress
1.0,0.02450980618596077,0.75,0.059,662.0,no-stress
1.0,0.025245100259780884,0.0,0.108,368.0,no-stress
1.0,0.023529413156211376,0.0,0.083,291.0,no-stress
1.0,0.024313727766275404,0.0,0.099,867.0,no-stress
1.0,0.02320261610050996,0.0,0.113,859.0,no-stress
1.0,0.023137256875634192,0.6324555320336759,0.085,543.0,no-stress
1.0,0.024836603552103043,1.4487116456005886,0.118,683.0,no-stress
1.0,0.024183008819818497,0.0,0.083,467.0,no-stress
1.0,0.022058825008571148,0.7905694150420949,0.08,381.0,no-stress
1.0,0.024649862200021744,0.0,0.113,413.0,no-stress
1.0,0.024929974228143692,0.0,0.127,618.0,no-stress
1.0,0.02320261641095082,0.0,0.085,543.0,no-stress
1.0,0.02500000223517418,0.0,0.102,1353.0,no-stress
1.0,0.02380952558347157,1.0101525445522108,0.096,554.0,no-stress
1.0,0.026225492358207703,0.0,0.107,629.0,no-stress
1.0,0.027731094509363174,1.720227796970328,0.111,402.0,no-stress
1.0,0.02320261641095082,0.0,0.117,478.0,no-stress
1.0,0.024705884233117103,0.0,0.107,446.0,no-stress
1.0,0.024649861933929578,1.665986255670086,0.105,456.0,no-stress
1.0,0.02549019797394673,0.0,0.113,792.0,no-stress
1.0,0.026143792706231277,0.0,0.105,456.0,no-stress
1.0,0.027450982481241226,0.0,0.102,1516.0,no-stress
1.0,0.02436974990580763,0.0,0.104,511.0,no-stress
1.0,0.024509805953130126,0.0,0.105,456.0,no-stress
1.0,0.026666668802499773,0.0,0.096,553.0,no-stress
1.0,0.02549019828438759,0.0,0.149,543.0,no-stress
1.0,0.024183008612857923,0.0,0.12,965.0,no-stress
1.0,0.02408963787768568,0.0,0.102,972.0,no-stress
1.0,0.02156862895935774,0.7905694150420949,0.07,324.0,no-stress
1.0,0.024313727393746376,1.0198039027185568,0.086,249.0,no-stress
1.0,0.02661064639687538,0.0,0.094,489.0,no-stress
1.0,0.024649862200021744,0.0,0.101,402.0,no-stress
1.0,0.02509804144501686,0.0,0.094,302.0,no-stress
1.0,0.02235294207930565,0.0,0.086,597.0,no-stress
1.0,0.024313727766275404,0.0,0.124,936.0,no-stress
1.0,0.024929974228143692,0.0,0.1,705.0,no-stress
1.0,0.022549020824953914,0.0,0.129,313.0,no-stress
1.0,0.024313727766275404,0.0,0.112,839.0,no-stress
1.0,0.02436974990580763,0.42857142857142855,0.097,271.0,no-stress
1.0,0.022549021057784557,0.0,0.049,348.0,no-stress
1.0,0.02679738774895668,0.0,0.1,402.0,no-stress
1.0,0.023856211143235367,0.0,0.092,703.0,no-stress
1.0,0.02549019828438759,0.0,0.081,380.0,no-stress
1.0,0.02352941408753395,0.0,0.038,1194.0,no-stress
