@RELATION stress
@ATTRIBUTE VERTICAL_AVERAGE_PRESSURE NUMERIC
@ATTRIBUTE VERTICAL_AVERAGE_SIZE NUMERIC
@ATTRIBUTE VERTICAL_SCROLL_DELTA NUMERIC
@ATTRIBUTE VERTICAL_SCROLL_TIME_LENGTH NUMERIC
@ATTRIBUTE VERTICAL_SCROLL_INTERACTION_LENGTH NUMERIC
@ATTRIBUTE VERTICAL_SPEED_SCROLL_DELTA NUMERIC
@ATTRIBUTE VERTICAL_SPEED_SCROLL_INTERACTION NUMERIC
@ATTRIBUTE VERTICAL_MEAN_DISTANCE_CENTER NUMERIC
@ATTRIBUTE VERTICAL_MEAN_DISTANCE_TOP_LEFT NUMERIC
@ATTRIBUTE VERTICAL_LINEARITY NUMERIC
@ATTRIBUTE VERTICAL_LINEARITY_SUM_EVERY_POINT NUMERIC
@ATTRIBUTE HORIZONTAL_AVERAGE_PRESSURE NUMERIC
@ATTRIBUTE HORIZONTAL_AVERAGE_SIZE NUMERIC
@ATTRIBUTE HORIZONTAL_SCROLL_DELTA NUMERIC
@ATTRIBUTE HORIZONTAL_SCROLL_TIME_LENGTH NUMERIC
@ATTRIBUTE HORIZONTAL_SCROLL_INTERACTION_LENGTH NUMERIC
@ATTRIBUTE HORIZONTAL_SPEED_SCROLL_DELTA NUMERIC
@ATTRIBUTE HORIZONTAL_SPEED_SCROLL_INTERACTION NUMERIC
@ATTRIBUTE HORIZONTAL_MEAN_DISTANCE_CENTER NUMERIC
@ATTRIBUTE HORIZONTAL_MEAN_DISTANCE_TOP_LEFT NUMERIC
@ATTRIBUTE HORIZONTAL_LINEARITY NUMERIC
@ATTRIBUTE HORIZONTAL_LINEARITY_SUM_EVERY_POINT NUMERIC
@ATTRIBUTE class {no-stress, stress}
@data
0.5595238112977573,0.2666666805744171,543.0,1421.0,581.9249399397937,0.3821252638986629,0.4095179028429231,392.5678721542974,1283.4893824178152,94.0,94.0,?,?,?,?,?,?,?,?,?,?,?,no-stress
0.5635869477106177,0.2666666805744171,339.0,389.0,355.873173282432,0.87146529562982,0.9148410624227044,330.75515996868444,1306.8073706224616,43.0,43.0,?,?,?,?,?,?,?,?,?,?,?,no-stress
0.5962963104248047,0.2666666805744171,762.0,440.0,588.3054538139016,1.731818181818182,1.337057849577049,509.797807736516,1424.6110559237263,72.0,86.0,?,?,?,?,?,?,?,?,?,?,?,no-stress
0.5753571518829891,0.24571430087089538,643.0,558.0,568.6147010590337,1.1523297491039426,1.0190227617545407,504.24409938024394,1339.1013902519676,111.0,111.0,?,?,?,?,?,?,?,?,?,?,?,no-stress
0.5483695683271989,0.2608695794706759,339.0,355.0,297.75783664468224,0.9549295774647887,0.8387544694216401,454.6736054354634,1329.3494269941957,87.0,87.0,?,?,?,?,?,?,?,?,?,?,?,no-stress
0.5331249937415123,0.2666666805744171,531.0,304.0,387.4717641215498,1.7467105263157894,1.2745781714524664,460.69745635988386,1331.653383516446,101.0,101.0,?,?,?,?,?,?,?,?,?,?,?,no-stress
0.5294117629528046,0.23137256503105164,375.0,278.0,293.3225366672751,1.3489208633093526,1.0551170383714932,468.0871478317963,1304.7015588905595,59.0,59.0,?,?,?,?,?,?,?,?,?,?,?,no-stress
0.6085526430815981,0.2666666805744171,626.0,1041.0,494.2778663665047,0.6013448607108549,0.47481063051537437,433.4806731254795,1328.9376202409906,137.0,145.0,?,?,?,?,?,?,?,?,?,?,?,no-stress
0.5923611223697662,0.2666666805744171,347.0,575.0,370.0731753770506,0.6034782608695652,0.6436055223948706,439.9645764498357,1450.9381677198432,108.0,108.0,?,?,?,?,?,?,?,?,?,?,?,no-stress
0.6107142993382045,0.2666666805744171,443.0,448.0,418.7019429060251,0.9888392857142857,0.9346025511295204,391.2314378648699,1411.757208619557,57.0,59.0,?,?,?,?,?,?,?,?,?,?,?,no-stress
