************************************
Exercise 1: SURVEY(false) 
(-1,class android.widget.TextView,51,370,665,93,0,How do you feel?)
(-1,class android.widget.TextView,51,483,95,52,0,Negative valence)
(2131165285,class android.widget.RadioButton,186,483,79,52,0,1)
(2131165286,class android.widget.RadioButton,265,483,79,52,0,2)
(2131165287,class android.widget.RadioButton,344,483,79,52,0,3)
(2131165288,class android.widget.RadioButton,423,483,79,52,0,4)
(2131165289,class android.widget.RadioButton,502,483,79,52,0,5)
(-1,class android.widget.TextView,621,483,95,52,0,Positive valence)
(-1,class android.view.View,117,555,532,2,0,null)
(-1,class android.widget.TextView,51,577,95,52,0,Low energy)
(2131165291,class android.widget.RadioButton,186,577,79,52,0,1)
(2131165292,class android.widget.RadioButton,265,577,79,52,0,2)
(2131165293,class android.widget.RadioButton,344,577,79,52,0,3)
(2131165294,class android.widget.RadioButton,423,577,79,52,0,4)
(2131165295,class android.widget.RadioButton,502,577,79,52,0,5)
(-1,class android.widget.TextView,621,577,95,52,0,High energy)
(-1,class android.view.View,117,649,532,2,0,null)
(-1,class android.widget.TextView,51,671,95,28,0,Stressed)
(2131165297,class android.widget.RadioButton,186,671,79,52,0,5)
(2131165298,class android.widget.RadioButton,265,671,79,52,0,4)
(2131165299,class android.widget.RadioButton,344,671,79,52,0,3)
(2131165300,class android.widget.RadioButton,423,671,79,52,0,2)
(2131165301,class android.widget.RadioButton,502,671,79,52,0,1)
(-1,class android.widget.TextView,621,671,95,52,0,Not stressed)
(-1,class android.view.View,117,743,532,2,0,null)
(16908313,class android.widget.Button,51,767,665,96,0,OK I'm sure !!)
************************************
Exercise 2: RELAX(false) DURATION: 5'
************************************
Exercise 3: SURVEY(false) 
(-1,class android.widget.TextView,51,370,665,93,0,How do you feel?)
(-1,class android.widget.TextView,51,483,95,52,0,Negative valence)
(2131165285,class android.widget.RadioButton,186,483,79,52,0,1)
(2131165286,class android.widget.RadioButton,265,483,79,52,0,2)
(2131165287,class android.widget.RadioButton,344,483,79,52,0,3)
(2131165288,class android.widget.RadioButton,423,483,79,52,0,4)
(2131165289,class android.widget.RadioButton,502,483,79,52,0,5)
(-1,class android.widget.TextView,621,483,95,52,0,Positive valence)
(-1,class android.view.View,117,555,532,2,0,null)
(-1,class android.widget.TextView,51,577,95,52,0,Low energy)
(2131165291,class android.widget.RadioButton,186,577,79,52,0,1)
(2131165292,class android.widget.RadioButton,265,577,79,52,0,2)
(2131165293,class android.widget.RadioButton,344,577,79,52,0,3)
(2131165294,class android.widget.RadioButton,423,577,79,52,0,4)
(2131165295,class android.widget.RadioButton,502,577,79,52,0,5)
(-1,class android.widget.TextView,621,577,95,52,0,High energy)
(-1,class android.view.View,117,649,532,2,0,null)
(-1,class android.widget.TextView,51,671,95,28,0,Stressed)
(2131165297,class android.widget.RadioButton,186,671,79,52,0,5)
(2131165298,class android.widget.RadioButton,265,671,79,52,0,4)
(2131165299,class android.widget.RadioButton,344,671,79,52,0,3)
(2131165300,class android.widget.RadioButton,423,671,79,52,0,2)
(2131165301,class android.widget.RadioButton,502,671,79,52,0,1)
(-1,class android.widget.TextView,621,671,95,52,0,Not stressed)
(-1,class android.view.View,117,743,532,2,0,null)
(16908313,class android.widget.Button,51,767,665,96,0,OK I'm sure !!)
************************************
Exercise 4: SEARCH(false) DURATION: x3
************ REPETITION 1 ************
V_SCROLL,0,896,0,0
H_SCROLL,640,0,0,0
(-1,class android.widget.TextView,295,166,177,38,0,Remaining time:)
(2131165268,class android.widget.ProgressBar,20,244,728,38,0,null)
(2131165269,class ch.qol.unige.isensestress.searchtask.VerticalScrollViewWithInfo,20,302,728,685,0,null)
(-1,class android.widget.ImageView,-607,-587,128,128,0,null)
(-1,class android.widget.ImageView,-455,-587,128,128,0,null)
(-1,class android.widget.ImageView,-303,-587,128,128,0,null)
(-1,class android.widget.ImageView,-151,-587,128,128,0,null)
(-1,class android.widget.ImageView,0,-587,128,128,0,null)
(-1,class android.widget.ImageView,152,-587,128,128,0,null)
(-1,class android.widget.ImageView,304,-587,128,128,0,null)
(-1,class android.widget.ImageView,456,-587,128,128,0,null)
(-1,class android.widget.ImageView,608,-587,128,128,0,null)
(-1,class android.widget.ImageView,760,-587,128,128,0,null)
(-1,class android.widget.ImageView,912,-587,128,128,0,null)
(-1,class android.widget.ImageView,1064,-587,128,128,0,null)
(-1,class android.widget.ImageView,1216,-587,128,128,0,null)
(-1,class android.widget.ImageView,1368,-587,128,128,0,null)
(-1,class android.widget.ImageView,1520,-587,128,128,0,null)
(-1,class android.widget.ImageView,-607,-447,128,128,0,null)
(-1,class android.widget.ImageView,-455,-447,128,128,0,null)
(-1,class android.widget.ImageView,-303,-447,128,128,0,null)
(-1,class android.widget.ImageView,-151,-447,128,128,0,null)
(-1,class android.widget.ImageView,0,-447,128,128,0,null)
(-1,class android.widget.ImageView,152,-447,128,128,0,null)
(-1,class android.widget.ImageView,304,-447,128,128,0,null)
(-1,class android.widget.ImageView,456,-447,128,128,0,null)
(-1,class android.widget.ImageView,608,-447,128,128,0,null)
(-1,class android.widget.ImageView,760,-447,128,128,0,null)
(-1,class android.widget.ImageView,912,-447,128,128,0,null)
(-1,class android.widget.ImageView,1064,-447,128,128,0,null)
(-1,class android.widget.ImageView,1216,-447,128,128,0,null)
(-1,class android.widget.ImageView,1368,-447,128,128,0,null)
(-1,class android.widget.ImageView,1520,-447,128,128,0,null)
(-1,class android.widget.ImageView,-607,-307,128,128,0,null)
(-1,class android.widget.ImageView,-455,-307,128,128,0,null)
(-1,class android.widget.ImageView,-303,-307,128,128,0,null)
(-1,class android.widget.ImageView,-151,-307,128,128,0,null)
(-1,class android.widget.ImageView,0,-307,128,128,0,null)
(-1,class android.widget.ImageView,152,-307,128,128,0,null)
(-1,class android.widget.ImageView,304,-307,128,128,0,null)
(-1,class android.widget.ImageView,456,-307,128,128,0,null)
(-1,class android.widget.ImageView,608,-307,128,128,0,null)
(-1,class android.widget.ImageView,760,-307,128,128,0,null)
(-1,class android.widget.ImageView,912,-307,128,128,0,null)
(-1,class android.widget.ImageView,1064,-307,128,128,0,null)
(-1,class android.widget.ImageView,1216,-307,128,128,0,null)
(-1,class android.widget.ImageView,1368,-307,128,128,0,null)
(-1,class android.widget.ImageView,1520,-307,128,128,0,null)
(-1,class android.widget.ImageView,-607,-167,128,128,0,null)
(-1,class android.widget.ImageView,-455,-167,128,128,0,null)
(-1,class android.widget.ImageView,-303,-167,128,128,0,null)
(-1,class android.widget.ImageView,-151,-167,128,128,0,null)
(-1,class android.widget.ImageView,0,-167,128,128,0,null)
(-1,class android.widget.ImageView,152,-167,128,128,0,null)
(-1,class android.widget.ImageView,304,-167,128,128,0,null)
(-1,class android.widget.ImageView,456,-167,128,128,0,null)
(-1,class android.widget.ImageView,608,-167,128,128,0,null)
(-1,class android.widget.ImageView,760,-167,128,128,0,null)
(-1,class android.widget.ImageView,912,-167,128,128,0,null)
(-1,class android.widget.ImageView,1064,-167,128,128,0,null)
(-1,class android.widget.ImageView,1216,-167,128,128,0,null)
(-1,class android.widget.ImageView,1368,-167,128,128,0,null)
(-1,class android.widget.ImageView,1520,-167,128,128,0,null)
(-1,class android.widget.ImageView,-607,-27,128,128,0,null)
(-1,class android.widget.ImageView,-455,-27,128,128,0,null)
(-1,class android.widget.ImageView,-303,-27,128,128,0,null)
(-1,class android.widget.ImageView,-151,-27,128,128,0,null)
(-1,class android.widget.ImageView,0,-27,128,128,0,null)
(-1,class android.widget.ImageView,152,-27,128,128,0,null)
(-1,class android.widget.ImageView,304,-27,128,128,0,null)
(-1,class android.widget.ImageView,456,-27,128,128,0,null)
(-1,class android.widget.ImageView,608,-27,128,128,0,null)
(-1,class android.widget.ImageView,760,-27,128,128,0,null)
(-1,class android.widget.ImageView,912,-27,128,128,0,null)
(-1,class android.widget.ImageView,1064,-27,128,128,0,null)
(-1,class android.widget.ImageView,1216,-27,128,128,0,null)
(-1,class android.widget.ImageView,1368,-27,128,128,0,null)
(-1,class android.widget.ImageView,1520,-27,128,128,0,null)
(-1,class android.widget.ImageView,-607,112,128,128,0,null)
(-1,class android.widget.ImageView,-455,112,128,128,0,null)
(-1,class android.widget.ImageView,-303,112,128,128,0,null)
(-1,class android.widget.ImageView,-151,112,128,128,0,null)
(-1,class android.widget.ImageView,0,112,128,128,0,null)
(-1,class android.widget.ImageView,152,112,128,128,0,null)
(-1,class android.widget.ImageView,304,112,128,128,0,null)
(-1,class android.widget.ImageView,456,112,128,128,0,null)
(-1,class android.widget.ImageView,608,112,128,128,0,null)
(-1,class android.widget.ImageView,760,112,128,128,0,null)
(-1,class android.widget.ImageView,912,112,128,128,0,null)
(-1,class android.widget.ImageView,1064,112,128,128,0,null)
(-1,class android.widget.ImageView,1216,112,128,128,0,null)
(-1,class android.widget.ImageView,1368,112,128,128,0,null)
(-1,class android.widget.ImageView,1520,112,128,128,0,null)
(-1,class android.widget.ImageView,-607,252,128,128,0,null)
(-1,class android.widget.ImageView,-455,252,128,128,0,null)
(-1,class android.widget.ImageView,-303,252,128,128,0,null)
(-1,class android.widget.ImageView,-151,252,128,128,0,null)
(-1,class android.widget.ImageView,0,252,128,128,0,null)
(-1,class android.widget.ImageView,152,252,128,128,0,null)
(-1,class android.widget.ImageView,304,252,128,128,0,null)
(-1,class android.widget.ImageView,456,252,128,128,0,null)
(-1,class android.widget.ImageView,608,252,128,128,0,null)
(-1,class android.widget.ImageView,760,252,128,128,0,null)
(-1,class android.widget.ImageView,912,252,128,128,0,null)
(-1,class android.widget.ImageView,1064,252,128,128,0,null)
(-1,class android.widget.ImageView,1216,252,128,128,0,null)
(-1,class android.widget.ImageView,1368,252,128,128,0,null)
(-1,class android.widget.ImageView,1520,252,128,128,0,null)
(-1,class android.widget.ImageView,-607,392,128,128,0,null)
(-1,class android.widget.ImageView,-455,392,128,128,0,null)
(-1,class android.widget.ImageView,-303,392,128,128,0,null)
(-1,class android.widget.ImageView,-151,392,128,128,0,null)
(-1,class android.widget.ImageView,0,392,128,128,0,null)
(-1,class android.widget.ImageView,152,392,128,128,0,null)
(-1,class android.widget.ImageView,304,392,128,128,0,null)
(-1,class android.widget.ImageView,456,392,128,128,0,null)
(-1,class android.widget.ImageView,608,392,128,128,0,null)
(-1,class android.widget.ImageView,760,392,128,128,0,null)
(-1,class android.widget.ImageView,912,392,128,128,0,null)
(-1,class android.widget.ImageView,1064,392,128,128,0,null)
(-1,class android.widget.ImageView,1216,392,128,128,0,null)
(-1,class android.widget.ImageView,1368,392,128,128,0,null)
(-1,class android.widget.ImageView,1520,392,128,128,0,null)
(-1,class android.widget.ImageView,-607,532,128,128,0,null)
(-1,class android.widget.ImageView,-455,532,128,128,0,null)
(-1,class android.widget.ImageView,-303,532,128,128,0,null)
(-1,class android.widget.ImageView,-151,532,128,128,0,null)
(-1,class android.widget.ImageView,0,532,128,128,0,null)
(-1,class android.widget.ImageView,152,532,128,128,0,null)
(-1,class android.widget.ImageView,304,532,128,128,0,null)
(-1,class android.widget.ImageView,456,532,128,128,0,null)
(-1,class android.widget.ImageView,608,532,128,128,0,null)
(-1,class android.widget.ImageView,760,532,128,128,0,null)
(-1,class android.widget.ImageView,912,532,128,128,0,null)
(-1,class android.widget.ImageView,1064,532,128,128,0,null)
(-1,class android.widget.ImageView,1216,532,128,128,0,null)
(-1,class android.widget.ImageView,1368,532,128,128,0,null)
(-1,class android.widget.ImageView,1520,532,128,128,0,null)
(-1,class android.widget.ImageView,-607,672,128,128,0,null)
(-1,class android.widget.ImageView,-455,672,128,128,0,null)
(-1,class android.widget.ImageView,-303,672,128,128,0,null)
(-1,class android.widget.ImageView,-151,672,128,128,0,null)
(-1,class android.widget.ImageView,0,672,128,128,0,null)
