(0,508327414,549.0,1411.0,0.33333334,0.6375,508327414)
(2,508327455,549.0,1410.0,0.33333334,0.6375,508327414)
(1,508327463,549.0,1410.0,0.33333334,0.6375,508327414)
************************************
Exercise 1: SURVEY(false) 
************************************
Exercise 2: RELAX(false) DURATION: 5'
************************************
Exercise 3: SURVEY(false) 
************************************
Exercise 4: SEARCH(false) DURATION: x3
************ REPETITION 1 ************
(0,508641608,267.0,1340.0,0.4666667,0.7375,508641608)
(2,508641690,265.0,1339.0,0.4666667,0.75,508641608)
(2,508641706,263.0,1339.0,0.40000004,0.725,508641608)
(1,508641714,263.0,1339.0,0.40000004,0.725,508641608)
(CLICK, ICON)
(0,508641757,722.0,1078.0,0.40000004,0.7,508641757)
(1,508641838,722.0,1078.0,0.40000004,0.7,508641757)
(CLICK, ICON)
(0,508641971,164.0,1257.0,0.40000004,0.675,508641971)
(1,508642045,164.0,1257.0,0.40000004,0.675,508641971)
(CLICK, ICON)
(0,508642087,904.0,786.0,0.4666667,0.725,508642087)
(1,508642177,904.0,786.0,0.4666667,0.725,508642087)
(0,508642318,169.0,818.0,0.4666667,0.7625,508642318)
(2,508642384,167.0,816.0,0.40000004,0.7375,508642318)
(1,508642392,167.0,816.0,0.40000004,0.7375,508642318)
(CLICK, ICON)
(0,508642467,799.0,1410.0,0.33333334,0.6125,508642467)
(1,508642516,799.0,1410.0,0.33333334,0.6125,508642467)
(CLICK, ICON)
(0,508642731,393.0,1207.0,0.40000004,0.6875,508642731)
(2,508642748,392.0,1207.0,0.40000004,0.675,508642731)
(2,508642765,388.0,1214.0,0.40000004,0.675,508642731)
(2,508642781,382.0,1233.0,0.40000004,0.675,508642731)
(2,508642797,378.0,1260.0,0.40000004,0.675,508642731)
(2,508642814,377.0,1296.0,0.33333334,0.6625,508642731)
(2,508642830,379.0,1343.0,0.33333334,0.65000004,508642731)
(2,508642846,383.0,1403.0,0.33333334,0.625,508642731)
(1,508642855,383.0,1403.0,0.33333334,0.625,508642731)
(0,508642897,794.0,745.0,0.4666667,0.71250004,508642897)
(2,508642946,792.0,746.0,0.4666667,0.7375,508642897)
(2,508642963,787.0,759.0,0.4666667,0.7375,508642897)
(2,508642979,772.0,800.0,0.40000004,0.725,508642897)
(2,508642996,753.0,861.0,0.40000004,0.71250004,508642897)
(2,508643012,742.0,916.0,0.40000004,0.7,508642897)
(2,508643029,740.0,960.0,0.40000004,0.7,508642897)
(2,508643046,744.0,996.0,0.40000004,0.6875,508642897)
(2,508643062,749.0,1022.0,0.40000004,0.6875,508642897)
(2,508643079,755.0,1045.0,0.40000004,0.6875,508642897)
