************************************
Exercise 1: SURVEY(false) 
(-1,class android.widget.TextView,75,559,930,140,0,How do you feel?)
(-1,class android.widget.TextView,75,729,132,76,0,Negative valence)
(2131165285,class android.widget.RadioButton,232,729,123,76,0,1)
(2131165286,class android.widget.RadioButton,355,729,123,76,0,2)
(2131165287,class android.widget.RadioButton,478,729,123,76,0,3)
(2131165288,class android.widget.RadioButton,601,729,123,76,0,4)
(2131165289,class android.widget.RadioButton,724,729,123,76,0,5)
(-1,class android.widget.TextView,872,729,133,76,0,Positive valence)
(-1,class android.view.View,168,835,744,3,0,null)
(-1,class android.widget.TextView,75,868,132,76,0,Low energy)
(2131165291,class android.widget.RadioButton,232,868,123,76,0,1)
(2131165292,class android.widget.RadioButton,355,868,123,76,0,2)
(2131165293,class android.widget.RadioButton,478,868,123,76,0,3)
(2131165294,class android.widget.RadioButton,601,868,123,76,0,4)
(2131165295,class android.widget.RadioButton,724,868,123,76,0,5)
(-1,class android.widget.TextView,872,868,133,76,0,High energy)
(-1,class android.view.View,168,974,744,3,0,null)
(-1,class android.widget.TextView,75,1007,132,41,0,Stressed)
(2131165297,class android.widget.RadioButton,232,1007,123,76,0,5)
(2131165298,class android.widget.RadioButton,355,1007,123,76,0,4)
(2131165299,class android.widget.RadioButton,478,1007,123,76,0,3)
(2131165300,class android.widget.RadioButton,601,1007,123,76,0,2)
(2131165301,class android.widget.RadioButton,724,1007,123,76,0,1)
(-1,class android.widget.TextView,872,1007,133,76,0,Not stressed)
(-1,class android.view.View,168,1113,744,3,0,null)
(16908313,class android.widget.Button,75,1148,930,144,0,OK I'm sure !!)
************************************
Exercise 2: RELAX(false) DURATION: 5'
************************************
Exercise 3: SURVEY(false) 
(-1,class android.widget.TextView,75,559,930,140,0,How do you feel?)
(-1,class android.widget.TextView,75,729,132,76,0,Negative valence)
(2131165285,class android.widget.RadioButton,232,729,123,76,0,1)
(2131165286,class android.widget.RadioButton,355,729,123,76,0,2)
(2131165287,class android.widget.RadioButton,478,729,123,76,0,3)
(2131165288,class android.widget.RadioButton,601,729,123,76,0,4)
(2131165289,class android.widget.RadioButton,724,729,123,76,0,5)
(-1,class android.widget.TextView,872,729,133,76,0,Positive valence)
(-1,class android.view.View,168,835,744,3,0,null)
(-1,class android.widget.TextView,75,868,132,76,0,Low energy)
(2131165291,class android.widget.RadioButton,232,868,123,76,0,1)
(2131165292,class android.widget.RadioButton,355,868,123,76,0,2)
(2131165293,class android.widget.RadioButton,478,868,123,76,0,3)
(2131165294,class android.widget.RadioButton,601,868,123,76,0,4)
(2131165295,class android.widget.RadioButton,724,868,123,76,0,5)
(-1,class android.widget.TextView,872,868,133,76,0,High energy)
(-1,class android.view.View,168,974,744,3,0,null)
(-1,class android.widget.TextView,75,1007,132,41,0,Stressed)
(2131165297,class android.widget.RadioButton,232,1007,123,76,0,5)
(2131165298,class android.widget.RadioButton,355,1007,123,76,0,4)
(2131165299,class android.widget.RadioButton,478,1007,123,76,0,3)
(2131165300,class android.widget.RadioButton,601,1007,123,76,0,2)
(2131165301,class android.widget.RadioButton,724,1007,123,76,0,1)
(-1,class android.widget.TextView,872,1007,133,76,0,Not stressed)
(-1,class android.view.View,168,1113,744,3,0,null)
(16908313,class android.widget.Button,75,1148,930,144,0,OK I'm sure !!)
************************************
Exercise 4: SEARCH(false) DURATION: x3
************ REPETITION 1 ************
V_SCROLL,0,1260,0,0
H_SCROLL,900,0,0,0
(-1,class android.widget.TextView,388,249,304,57,0,Remaining time:)
(2131165268,class android.widget.ProgressBar,30,366,1020,58,0,null)
(2131165269,class ch.qol.unige.isensestress.searchtask.VerticalScrollViewWithInfo,30,454,1020,1026,0,null)
(-1,class android.widget.ImageView,-851,-796,180,180,0,null)
(-1,class android.widget.ImageView,-635,-796,180,180,0,null)
(-1,class android.widget.ImageView,-419,-796,180,180,0,null)
(-1,class android.widget.ImageView,-203,-796,180,180,0,null)
(-1,class android.widget.ImageView,12,-796,180,180,0,null)
(-1,class android.widget.ImageView,228,-796,180,180,0,null)
(-1,class android.widget.ImageView,444,-796,180,180,0,null)
(-1,class android.widget.ImageView,660,-796,180,180,0,null)
(-1,class android.widget.ImageView,876,-796,180,180,0,null)
(-1,class android.widget.ImageView,1092,-796,180,180,0,null)
(-1,class android.widget.ImageView,1308,-796,180,180,0,null)
(-1,class android.widget.ImageView,1524,-796,180,180,0,null)
(-1,class android.widget.ImageView,1740,-796,180,180,0,null)
(-1,class android.widget.ImageView,1956,-796,180,180,0,null)
(-1,class android.widget.ImageView,2172,-796,180,180,0,null)
(-1,class android.widget.ImageView,-851,-598,180,180,0,null)
(-1,class android.widget.ImageView,-635,-598,180,180,0,null)
(-1,class android.widget.ImageView,-419,-598,180,180,0,null)
(-1,class android.widget.ImageView,-203,-598,180,180,0,null)
(-1,class android.widget.ImageView,12,-598,180,180,0,null)
(-1,class android.widget.ImageView,228,-598,180,180,0,null)
(-1,class android.widget.ImageView,444,-598,180,180,0,null)
(-1,class android.widget.ImageView,660,-598,180,180,0,null)
(-1,class android.widget.ImageView,876,-598,180,180,0,null)
(-1,class android.widget.ImageView,1092,-598,180,180,0,null)
(-1,class android.widget.ImageView,1308,-598,180,180,0,null)
(-1,class android.widget.ImageView,1524,-598,180,180,0,null)
(-1,class android.widget.ImageView,1740,-598,180,180,0,null)
(-1,class android.widget.ImageView,1956,-598,180,180,0,null)
(-1,class android.widget.ImageView,2172,-598,180,180,0,null)
(-1,class android.widget.ImageView,-851,-400,180,180,0,null)
(-1,class android.widget.ImageView,-635,-400,180,180,0,null)
(-1,class android.widget.ImageView,-419,-400,180,180,0,null)
(-1,class android.widget.ImageView,-203,-400,180,180,0,null)
(-1,class android.widget.ImageView,12,-400,180,180,0,null)
(-1,class android.widget.ImageView,228,-400,180,180,0,null)
(-1,class android.widget.ImageView,444,-400,180,180,0,null)
