@RELATION stress
@ATTRIBUTE HORIZONTAL_AVERAGE_PRESSURE NUMERIC
@ATTRIBUTE HORIZONTAL_AVERAGE_SIZE NUMERIC
@ATTRIBUTE HORIZONTAL_SCROLL_DELTA NUMERIC
@ATTRIBUTE HORIZONTAL_SCROLL_TIME_LENGTH NUMERIC
@ATTRIBUTE HORIZONTAL_SCROLL_INTERACTION_LENGTH NUMERIC
@ATTRIBUTE HORIZONTAL_SPEED_SCROLL_DELTA NUMERIC
@ATTRIBUTE HORIZONTAL_SPEED_SCROLL_INTERACTION NUMERIC
@ATTRIBUTE HORIZONTAL_MEAN_DISTANCE_CENTER NUMERIC
@ATTRIBUTE HORIZONTAL_MEAN_DISTANCE_TOP_LEFT NUMERIC
@ATTRIBUTE HORIZONTAL_LINEARITY NUMERIC
@ATTRIBUTE HORIZONTAL_LINEARITY_SUM_EVERY_POINT NUMERIC
@ATTRIBUTE class {no-stress, stress}
@data
1.0,0.023529413514412366,926.0,196.0,414.58896225509113,4.724489795918367,2.1152498074239343,453.87542767512434,1365.328576410614,16.0,20.383544921875,no-stress
1.0,0.023921570181846617,394.0,151.0,438.58336413594753,2.609271523178808,2.904525590304288,417.71860932382856,1262.3231876050438,8.42822265625,12.42822265625,no-stress
1.0,0.027300152855996903,377.0,398.0,511.7447737804055,0.9472361809045227,1.2857908888954912,271.49427374384766,1070.188512194698,231.0,271.0,no-stress
1.0,0.02769608050584793,598.0,645.0,720.2006016920267,0.9271317829457364,1.1165900801426771,353.94071384348325,1155.5923644772772,55.1661376953125,105.9742431640625,no-stress
1.0,0.0273001529276371,349.0,409.0,387.4262508824069,0.8533007334963325,0.9472524471452491,436.88736371413256,1307.5416918622127,4.0,32.0,no-stress
1.0,0.027083335211500525,334.0,235.0,342.85010090274,1.421276595744681,1.4589365995861276,231.66417610985897,1001.1063431353493,36.36029052734375,36.36029052734375,no-stress
1.0,0.027712420374155045,452.0,224.0,429.21837813065696,2.017857142857143,1.9161534737975756,295.10596156339585,1165.7553300986342,17.0,66.841796875,no-stress
1.0,0.026348041254095733,110.0,224.0,393.3812504249922,0.49107142857142855,1.7561662965401437,318.21054386857907,1146.8314939416205,53.0,74.416259765625,no-stress
1.0,0.026470590382814407,1101.0,178.0,347.850244562618,6.185393258426966,1.9542148570933595,376.7937648929748,1254.0867870732231,15.0606689453125,17.4522705078125,no-stress
1.0,0.026862747222185134,1119.0,138.0,265.7856841323061,8.108695652173912,1.925983218350044,368.3581489503045,1064.953441552935,65.0,65.0,no-stress
1.0,0.027124185115098953,2220.0,1339.0,920.5399771063569,1.6579536967886483,0.6874831793176676,285.17891887491595,924.6665683129845,42.0,754.0,no-stress
1.0,0.024229693492608412,450.0,438.0,497.43483248097056,1.0273972602739727,1.135695964568426,381.4178004616476,1216.1494389324353,21.986328125,54.64453125,no-stress
1.0,0.02332657344382385,377.0,472.0,436.2476710884041,0.798728813559322,0.9242535404415341,520.9977967800601,1408.4388245275004,18.5,38.5,no-stress
1.0,0.026559716598554092,493.0,160.0,432.4412532593238,3.08125,2.7027578328707738,272.83485949289155,1165.6139579553928,44.0,56.227783203125,no-stress
1.0,0.027015252659718197,484.0,275.0,450.86508442678814,1.76,1.6395093979155932,419.3363925251293,1397.6106904397952,10.0,21.0,no-stress
1.0,0.024767803714463587,294.0,296.0,265.8696430132122,0.9932432432432432,0.8982082534230142,293.14545890278634,1156.4058758049846,43.0,45.82470703125,no-stress
1.0,0.027614381164312363,330.0,173.0,291.3645424828029,1.907514450867052,1.684188106837011,511.4562702095835,1395.33721021396,4.0,23.872802734375,no-stress
1.0,0.02523444333802099,291.0,347.0,345.23567517830804,0.8386167146974063,0.9949154904274007,560.4427693188298,1442.447603861476,40.0,103.595458984375,no-stress
1.0,0.027328433352522552,373.0,240.0,369.49829693478665,1.5541666666666667,1.5395762372282777,478.45746362883517,1375.818325984029,4.0,34.0,no-stress
1.0,0.02631579133632936,448.0,297.0,373.51490715158275,1.5084175084175084,1.257625950005329,486.94107998210984,1370.9642655278699,9.0,33.770751953125,no-stress
1.0,0.025490198171500004,382.0,522.0,437.8251003678528,0.7318007662835249,0.8387454030035495,541.336013719093,1445.9601712826004,94.0,102.57421875,no-stress
1.0,0.023856210988014936,465.0,157.0,226.2289937713979,2.961783439490446,1.4409490049133624,430.7249963823584,1405.2155019463778,3.0,16.796630859375,no-stress
1.0,0.02581699565052986,482.0,387.0,374.1730237896592,1.2454780361757105,0.9668553586296104,576.9901852289709,1491.4499056222667,14.0648193359375,58.4127197265625,no-stress
1.0,0.025605538202559248,823.0,262.0,312.86889607505015,3.1412213740458017,1.1941560918895044,404.94547369396514,1217.9321519623902,24.144775390625,24.144775390625,no-stress
1.0,0.026395175606012344,68.0,194.0,349.44492746958844,0.35051546391752575,1.8012625127298374,453.0168579885727,1366.1650792456223,15.0,15.0,no-stress
1.0,0.026715688407421112,635.0,252.0,331.72652526720196,2.5198412698412698,1.3163751002666744,325.35221890013014,1250.685386334888,53.0,53.0,no-stress
1.0,0.025980394333600998,1585.0,4796.0,1148.955129625627,0.3304837364470392,0.2395652897467946,377.6804514942976,1188.6980700142708,331.0,683.0,no-stress
1.0,0.024941178411245345,500.0,397.0,440.99399920794167,1.2594458438287153,1.1108161189116919,405.8261884950326,1287.3383177827777,13.0,21.18212890625,no-stress
1.0,0.02434332419257119,312.0,867.0,652.2806086375302,0.35986159169550175,0.7523421091551675,514.1674848214059,1474.3155398949723,198.0,256.0,no-stress
1.0,0.025992963415307876,508.0,623.0,655.7197926854137,0.8154093097913323,1.0525197314372612,556.169557751801,1488.647099947394,79.0,93.09521484375,no-stress
1.0,0.02491349705001887,1049.0,251.0,437.47503410032726,4.179282868525896,1.742928422710467,544.6726008302137,1479.2818285691424,23.0,33.0,no-stress
1.0,0.02704783057289146,746.0,1738.0,747.0619071934565,0.42922899884925203,0.4298399926314479,609.9035531360271,1560.7218307480562,142.0,160.4033203125,no-stress
1.0,0.025144177434198996,425.0,261.0,361.32334188204504,1.628352490421456,1.3843806202377205,542.4634529966511,1447.394651019063,18.0,38.59033203125,no-stress
