@RELATION stress
@ATTRIBUTE HORIZONTAL_AVERAGE_PRESSURE NUMERIC
@ATTRIBUTE HORIZONTAL_AVERAGE_SIZE NUMERIC
@ATTRIBUTE HORIZONTAL_SCROLL_DELTA NUMERIC
@ATTRIBUTE HORIZONTAL_SCROLL_TIME_LENGTH NUMERIC
@ATTRIBUTE HORIZONTAL_SCROLL_INTERACTION_LENGTH NUMERIC
@ATTRIBUTE HORIZONTAL_SPEED_SCROLL_DELTA NUMERIC
@ATTRIBUTE HORIZONTAL_SPEED_SCROLL_INTERACTION NUMERIC
@ATTRIBUTE HORIZONTAL_MEAN_DISTANCE_CENTER NUMERIC
@ATTRIBUTE HORIZONTAL_MEAN_DISTANCE_TOP_LEFT NUMERIC
@ATTRIBUTE HORIZONTAL_LINEARITY NUMERIC
@ATTRIBUTE HORIZONTAL_LINEARITY_SUM_EVERY_POINT NUMERIC
@ATTRIBUTE class {no-stress, stress}
@data
0.5152500057220459,0.21466668367385863,793.0,976.0,836.8083521329795,0.8125,0.8573856066936265,484.7020258161583,1271.00018024511,46.0,50.0,no-stress
0.5854730010032654,0.2666666805744171,56.0,816.0,85.82682186281801,0.06862745098039216,0.10517992875345344,273.47304733876933,1305.71905889749,10.0,10.0,no-stress
0.5708955223880597,0.24179106016657245,471.0,1094.0,666.5592174398472,0.4305301645338208,0.6092863047896226,405.6813348336375,1260.1603652303681,2.0,44.0,no-stress
0.5676470749518451,0.2980392277240753,2220.0,876.0,1338.5265056270819,2.5342465753424657,1.5279982940948422,312.0022846080375,969.9698372547462,544.0,1288.0,no-stress
0.582065242788066,0.2666666805744171,663.0,1128.0,691.4966786996441,0.5877659574468085,0.6130289704784079,454.1176031310369,1333.8995217964825,18.0,54.0,no-stress
0.5815789652498145,0.2666666805744171,213.0,774.0,246.16865997255076,0.2751937984496124,0.31804736430562114,273.03619018043514,1278.6800140944474,5.0,5.0,no-stress
0.5813702138570639,0.2666666805744171,444.0,1820.0,610.9591331979569,0.24395604395604395,0.33569183142744885,482.41982432107693,1421.3164053092296,19.0,37.0,no-stress
0.5683593861758709,0.28125001303851604,1675.0,1381.0,1136.5032702865449,1.2128892107168718,0.8229567489402931,329.7127256749968,1251.25156033062,222.0,890.0,no-stress
0.5156250037252903,0.3083333447575569,545.0,108.0,404.3234862578888,5.046296296296297,3.7437359838693407,292.01894478593994,1288.2233292375222,1.0,13.0,no-stress
0.6472222341431512,0.35555557409922284,601.0,142.0,324.0502496618126,4.232394366197183,2.2820440117029057,195.9579308839103,1180.4213032130344,30.0,32.0,stress
