@RELATION stress
@ATTRIBUTE VERTICAL_AVERAGE_PRESSURE NUMERIC
@ATTRIBUTE VERTICAL_AVERAGE_SIZE NUMERIC
@ATTRIBUTE VERTICAL_SCROLL_DELTA NUMERIC
@ATTRIBUTE VERTICAL_SCROLL_TIME_LENGTH NUMERIC
@ATTRIBUTE VERTICAL_SCROLL_INTERACTION_LENGTH NUMERIC
@ATTRIBUTE VERTICAL_SPEED_SCROLL_DELTA NUMERIC
@ATTRIBUTE VERTICAL_SPEED_SCROLL_INTERACTION NUMERIC
@ATTRIBUTE VERTICAL_MEAN_DISTANCE_CENTER NUMERIC
@ATTRIBUTE VERTICAL_MEAN_DISTANCE_TOP_LEFT NUMERIC
@ATTRIBUTE VERTICAL_LINEARITY NUMERIC
@ATTRIBUTE VERTICAL_LINEARITY_SUM_EVERY_POINT NUMERIC
@ATTRIBUTE HORIZONTAL_AVERAGE_PRESSURE NUMERIC
@ATTRIBUTE HORIZONTAL_AVERAGE_SIZE NUMERIC
@ATTRIBUTE HORIZONTAL_SCROLL_DELTA NUMERIC
@ATTRIBUTE HORIZONTAL_SCROLL_TIME_LENGTH NUMERIC
@ATTRIBUTE HORIZONTAL_SCROLL_INTERACTION_LENGTH NUMERIC
@ATTRIBUTE HORIZONTAL_SPEED_SCROLL_DELTA NUMERIC
@ATTRIBUTE HORIZONTAL_SPEED_SCROLL_INTERACTION NUMERIC
@ATTRIBUTE HORIZONTAL_MEAN_DISTANCE_CENTER NUMERIC
@ATTRIBUTE HORIZONTAL_MEAN_DISTANCE_TOP_LEFT NUMERIC
@ATTRIBUTE HORIZONTAL_LINEARITY NUMERIC
@ATTRIBUTE HORIZONTAL_LINEARITY_SUM_EVERY_POINT NUMERIC
@ATTRIBUTE class {no-stress, stress}
@data
0.5450980523053337,0.20261439681053162,874.0,817.0,812.7498024413369,1.069767441860465,0.994797799805798,532.2804860710042,1464.7576132603863,25.0,65.0,?,?,?,?,?,?,?,?,?,?,?,no-stress
0.5536764746203142,0.2039215862751007,386.0,539.0,696.4277805947393,0.7161410018552876,1.29207380444293,521.1731126872058,1473.4096793615531,84.0,92.0,?,?,?,?,?,?,?,?,?,?,?,no-stress
0.5568396212919703,0.2666666805744171,1159.0,859.0,891.004454633987,1.3492433061699651,1.0372578051618009,575.9810844334162,1393.4798754511442,64.0,132.0,?,?,?,?,?,?,?,?,?,?,?,no-stress
0.5571428545883723,0.24000001549720765,982.0,555.0,903.3966347919861,1.7693693693693693,1.6277416843098849,582.289373036931,1362.7721129005427,130.0,144.0,?,?,?,?,?,?,?,?,?,?,?,no-stress
0.5703125266979138,0.2541666813194752,887.0,791.0,961.2129160944166,1.1213653603034135,1.2151869988551411,596.6393147623205,1331.688073079526,145.0,155.0,?,?,?,?,?,?,?,?,?,?,?,no-stress
0.5596590854904868,0.2500000149011612,63.0,808.0,848.2198019947876,0.07797029702970297,1.0497769826668164,534.8879973295902,1354.4710919006147,44.0,76.0,?,?,?,?,?,?,?,?,?,?,?,no-stress
0.5572222232818603,0.2311111271381378,692.0,799.0,740.0560652622273,0.8660826032540676,0.9262278664107977,547.8024443649656,1470.4466005533332,50.0,78.0,?,?,?,?,?,?,?,?,?,?,?,no-stress
0.5259259321071483,0.2592592736085256,209.0,421.0,249.7854386298416,0.49643705463182897,0.5933145810685073,514.0369215017487,1227.1647709177562,72.0,72.0,?,?,?,?,?,?,?,?,?,?,?,no-stress
0.5515845119953156,0.20000001788139343,877.0,1220.0,897.0381283464164,0.7188524590163935,0.7352771543823086,584.6870885378925,1375.236117508996,118.0,122.0,?,?,?,?,?,?,?,?,?,?,?,no-stress
0.5588028179088109,0.2666666805744171,892.0,1170.0,871.1185403930333,0.7623931623931623,0.7445457610196866,581.8421467270102,1427.7207284680317,105.0,119.0,?,?,?,?,?,?,?,?,?,?,?,no-stress
