@RELATION stress
@ATTRIBUTE PRESSURE NUMERIC
@ATTRIBUTE SIZE NUMERIC
@ATTRIBUTE MOVEMENT NUMERIC
@ATTRIBUTE DURATION NUMERIC
@ATTRIBUTE TIME_DISTANCE NUMERIC
@ATTRIBUTE class {no-stress, stress}
@data
0.5,0.222222238779068,1.0,0.066,?,no-stress
0.45000001788139343,0.2666666805744171,0.0,0.042,1145.0,no-stress
0.503125011920929,0.23333334922790527,1.0,0.076,682.0,no-stress
0.5625,0.2666666805744171,0.0,0.042,547.0,no-stress
0.550000011920929,0.2666666805744171,0.0,0.041,555.0,no-stress
0.5625,0.2666666805744171,0.0,0.075,834.0,no-stress
0.3791666825612386,0.222222238779068,1.0,0.076,968.0,no-stress
0.46562500298023224,0.21666668355464935,0.75,0.092,521.0,no-stress
0.5625,0.2666666805744171,0.0,0.05,446.0,no-stress
0.399999996026357,0.20000001788139343,0.3333333333333333,0.041,513.0,no-stress
0.5625,0.2666666805744171,0.0,0.042,817.0,no-stress
0.43437500298023224,0.23333334922790527,1.0606601717798212,0.059,715.0,no-stress
0.5625,0.2666666805744171,0.0,0.05,959.0,no-stress
0.5625,0.2666666805744171,0.0,0.066,1262.0,no-stress
0.40416667858759564,0.222222238779068,1.3333333333333333,0.075,690.0,no-stress
0.5625,0.2666666805744171,0.3333333333333333,0.075,673.0,no-stress
0.574999988079071,0.2666666805744171,0.3333333333333333,0.109,1061.0,no-stress
0.574999988079071,0.2666666805744171,0.0,0.075,210.0,no-stress
0.5625,0.2666666805744171,0.0,0.075,564.0,no-stress
0.5625,0.2666666805744171,0.0,0.075,1052.0,no-stress
0.574999988079071,0.2666666805744171,0.0,0.058,597.0,no-stress
0.46562501788139343,0.23333334922790527,0.5,0.1,715.0,no-stress
0.5625,0.2666666805744171,0.0,0.067,707.0,no-stress
0.524999996026357,0.2666666805744171,1.3333333333333333,0.084,530.0,no-stress
0.5350000023841858,0.2666666805744171,1.6970562748477138,0.067,522.0,no-stress
0.5666666626930237,0.2666666805744171,0.3333333333333333,0.049,546.0,no-stress
0.550000011920929,0.2666666805744171,0.0,0.092,690.0,no-stress
0.4781250059604645,0.23333334922790527,1.0,0.075,522.0,no-stress
0.5625,0.2666666805744171,0.0,0.058,749.0,no-stress
0.4749999940395355,0.21666668355464935,0.75,0.058,530.0,no-stress
0.5062500089406967,0.2666666805744171,0.5,0.084,1010.0,no-stress
0.47187501192092896,0.20000001788139343,0.75,0.109,336.0,no-stress
0.5083333452542623,0.222222238779068,0.3333333333333333,0.084,270.0,no-stress
0.550000011920929,0.2666666805744171,0.0,0.075,370.0,no-stress
0.5100000023841857,0.2666666805744171,4.866210024238575,0.109,446.0,no-stress
0.45000000794728595,0.222222238779068,1.2018504251546631,0.075,387.0,no-stress
0.4781250059604645,0.23333334922790527,0.5590169943749475,0.058,455.0,no-stress
0.4125000089406967,0.20000001788139343,0.9013878188659973,0.076,312.0,no-stress
0.4624999985098839,0.21666668355464935,0.5,0.067,505.0,no-stress
0.550000011920929,0.2666666805744171,0.0,0.084,715.0,no-stress
0.5375000238418579,0.2666666805744171,0.3333333333333333,0.05,446.0,no-stress
0.550000011920929,0.2666666805744171,0.0,0.05,454.0,no-stress
0.46562501788139343,0.23333334922790527,1.118033988749895,0.084,951.0,no-stress
0.47187499701976776,0.23333334922790527,1.25,0.084,278.0,no-stress
