@RELATION stress
@ATTRIBUTE PRESSURE NUMERIC
@ATTRIBUTE SIZE NUMERIC
@ATTRIBUTE MOVEMENT NUMERIC
@ATTRIBUTE DURATION NUMERIC
@ATTRIBUTE TIME_DISTANCE NUMERIC
@ATTRIBUTE class {no-stress, stress}
@data
0.6041666865348816,0.2888889014720917,0.9428090415820635,0.066,?,no-stress
0.612500011920929,0.3333333432674408,0.0,0.058,218.0,no-stress
0.574999988079071,0.2666666805744171,0.0,0.075,143.0,no-stress
0.6000000238418579,0.3333333432674408,0.0,0.058,444.0,no-stress
0.6000000238418579,0.3333333432674408,0.0,0.05,613.0,no-stress
0.574999988079071,0.2666666805744171,0.3333333333333333,0.041,562.0,no-stress
0.6000000238418579,0.3333333432674408,0.0,0.049,293.0,no-stress
0.6500000357627869,0.40000003576278687,0.0,0.067,328.0,no-stress
0.574999988079071,0.2666666805744171,0.0,0.075,184.0,no-stress
0.6000000238418579,0.3333333432674408,0.0,0.058,210.0,no-stress
0.550000011920929,0.2666666805744171,0.0,0.05,269.0,no-stress
0.5625,0.2666666805744171,0.0,0.041,117.0,no-stress
0.625,0.3333333432674408,0.0,0.033,185.0,no-stress
0.612500011920929,0.3333333432674408,0.0,0.024,251.0,no-stress
0.5833333532015482,0.2666666805744171,0.3333333333333333,0.075,479.0,no-stress
0.5625,0.20000001788139343,0.0,0.042,587.0,no-stress
0.574999988079071,0.2666666805744171,0.0,0.042,520.0,no-stress
0.612500011920929,0.3333333432674408,0.0,0.058,553.0,no-stress
0.6000000238418579,0.3333333432674408,0.0,0.024,369.0,no-stress
0.6000000238418579,0.2666666805744171,0.0,0.067,202.0,no-stress
0.4749999940395355,0.2666666805744171,0.0,0.025,277.0,no-stress
0.5625,0.2666666805744171,0.0,0.041,92.0,no-stress
0.637499988079071,0.3333333432674408,0.0,0.074,377.0,no-stress
0.5250000357627869,0.2666666805744171,0.0,0.075,1602.0,no-stress
0.5875000357627869,0.2666666805744171,0.0,0.058,671.0,no-stress
0.5625,0.2666666805744171,0.0,0.058,604.0,no-stress
0.5625,0.2666666805744171,0.0,0.075,151.0,no-stress
0.5500000317891439,0.2888889014720917,0.3333333333333333,0.066,218.0,no-stress
0.4625000059604645,0.20000001788139343,0.0,0.067,202.0,no-stress
0.49166667461395264,0.222222238779068,0.6666666666666666,0.058,285.0,no-stress
0.550000011920929,0.2666666805744171,0.0,0.092,1468.0,no-stress
0.5875000357627869,0.3333333432674408,0.0,0.033,520.0,no-stress
0.5984375178813934,0.25833334773778915,1.346291201783626,0.125,612.0,no-stress
0.5375000238418579,0.2666666805744171,0.0,0.041,369.0,no-stress
0.5875000357627869,0.2666666805744171,0.0,0.058,495.0,no-stress
0.5625,0.2666666805744171,0.0,0.041,260.0,no-stress
0.5875000357627869,0.2666666805744171,0.0,0.075,395.0,no-stress
