@RELATION stress
@ATTRIBUTE PRESSURE NUMERIC
@ATTRIBUTE SIZE NUMERIC
@ATTRIBUTE MOVEMENT NUMERIC
@ATTRIBUTE DURATION NUMERIC
@ATTRIBUTE TIME_DISTANCE NUMERIC
@ATTRIBUTE class {no-stress, stress}
@data
0.5562500208616257,0.3500000163912773,1.0606601717798212,0.098,?,no-stress
0.649999996026357,0.35555557409922284,0.3333333333333333,0.058,331.0,no-stress
0.6333333452542623,0.3333333432674408,0.3333333333333333,0.082,669.0,no-stress
0.5625000149011612,0.3500000163912773,1.6007810593582121,0.082,206.0,no-stress
0.625,0.3333333432674408,0.0,0.098,231.0,no-stress
0.5958333412806193,0.31111112236976624,1.7716909687891083,0.106,512.0,no-stress
0.612500011920929,0.3333333432674408,0.0,0.041,331.0,no-stress
0.6050000071525574,0.3600000202655792,1.5620499351813308,0.106,330.0,no-stress
0.612500011920929,0.3333333432674408,1.6124515496597098,0.123,256.0,no-stress
0.6000000238418579,0.2888889014720917,0.47140452079103173,0.115,314.0,no-stress
0.6291666825612386,0.35555557409922284,0.3333333333333333,0.065,174.0,no-stress
0.6000000238418579,0.3333333432674408,0.0,0.107,413.0,no-stress
0.575000007947286,0.2666666805744171,0.3333333333333333,0.106,264.0,no-stress
0.5625,0.2666666805744171,0.0,0.082,298.0,no-stress
0.6083333492279053,0.2888889014720917,0.3333333333333333,0.074,628.0,no-stress
0.550000011920929,0.3333333432674408,0.9428090415820635,0.074,281.0,no-stress
0.5333333214124044,0.2888889014720917,0.3333333333333333,0.09,330.0,no-stress
0.512500007947286,0.2666666805744171,1.0,0.065,223.0,no-stress
0.637499988079071,0.3333333432674408,0.0,0.073,248.0,no-stress
0.612500011920929,0.3333333432674408,0.9013878188659973,0.09,182.0,no-stress
0.612500011920929,0.3333333432674408,0.0,0.073,636.0,no-stress
0.637499988079071,0.3333333432674408,0.0,0.082,1917.0,no-stress
0.6343750059604645,0.3333333432674408,0.5590169943749475,0.082,388.0,no-stress
0.612500011920929,0.3333333432674408,0.0,0.099,314.0,no-stress
0.612500011920929,0.3333333432674408,0.0,0.099,504.0,no-stress
0.562500019868215,0.2888889014720917,0.3333333333333333,0.074,768.0,no-stress
0.637499988079071,0.3333333432674408,0.0,0.09,744.0,no-stress
0.625,0.3333333432674408,0.0,0.082,297.0,no-stress
0.625,0.3333333432674408,0.0,0.116,290.0,no-stress
0.6083333492279053,0.2888889014720917,0.6666666666666666,0.107,198.0,no-stress
0.6500000357627869,0.40000003576278687,0.0,0.107,1462.0,no-stress
0.625,0.3333333432674408,0.0,0.098,256.0,no-stress
