@RELATION stress
@ATTRIBUTE HORIZONTAL_AVERAGE_PRESSURE NUMERIC
@ATTRIBUTE HORIZONTAL_AVERAGE_SIZE NUMERIC
@ATTRIBUTE HORIZONTAL_SCROLL_DELTA NUMERIC
@ATTRIBUTE HORIZONTAL_SCROLL_TIME_LENGTH NUMERIC
@ATTRIBUTE HORIZONTAL_SCROLL_INTERACTION_LENGTH NUMERIC
@ATTRIBUTE HORIZONTAL_SPEED_SCROLL_DELTA NUMERIC
@ATTRIBUTE HORIZONTAL_SPEED_SCROLL_INTERACTION NUMERIC
@ATTRIBUTE HORIZONTAL_MEAN_DISTANCE_CENTER NUMERIC
@ATTRIBUTE HORIZONTAL_MEAN_DISTANCE_TOP_LEFT NUMERIC
@ATTRIBUTE HORIZONTAL_LINEARITY NUMERIC
@ATTRIBUTE HORIZONTAL_LINEARITY_SUM_EVERY_POINT NUMERIC
@ATTRIBUTE class {no-stress, stress}
@data
0.6967948858554547,0.39145302390440917,222.0,740.0,572.1726917892925,0.3,0.7732063402558006,445.46220594877605,1400.0814825162652,11.0,83.0,stress
0.6737500011920929,0.38666669726371766,18.0,141.0,534.8441610003774,0.1276595744680851,3.793221000002677,408.9361461437742,1380.3651351587866,531.0,531.0,stress
0.6732142993382045,0.40000003576278687,1524.0,74.0,254.90848996371156,20.594594594594593,3.44470932383394,270.18110789138484,1277.3060306089837,30.0,30.0,stress
0.7125000158945719,0.42962966362635296,2221.0,133.0,376.1115515903691,16.69924812030075,2.827906402935106,428.16212994547953,1428.233874554685,5.0,5.0,stress
0.6722222235467699,0.40000003576278687,1005.0,116.0,329.65955641911313,8.663793103448276,2.841892727750975,502.5111547035407,1515.0214368442316,37.0,37.0,stress
0.556250023841858,0.32000001072883605,482.0,200.0,214.28711759329138,2.41,1.071435587966457,554.9577746311269,1585.1526189073475,29.0,29.0,stress
0.6500000119209289,0.38666669726371766,626.0,133.0,317.77986770427765,4.706766917293233,2.3893223135659976,540.4033625798924,1540.0402471769326,47.0,47.0,stress
0.6777777870496114,0.38518521520826554,1050.0,124.0,249.24157639877959,8.46774193548387,2.0100127128933836,574.9571134430107,1587.872558078182,60.0,62.0,stress
0.6825000047683716,0.40000003576278687,22.0,133.0,275.59400943526924,0.16541353383458646,2.0721354092877386,484.34734725562834,1487.3402624784426,49.0,57.0,stress
0.687500015894572,0.4044444739818573,944.0,232.0,502.87966894387193,4.068965517241379,2.1675847799304826,508.62692425816886,1496.4991181709374,13.0,39.0,stress
0.7102941379827612,0.4156863058314604,1173.0,266.0,440.24831391226854,4.409774436090226,1.6550688492942427,480.40697164166056,1480.3513564748932,17.0,29.0,stress
0.687500019868215,0.4000000258286794,103.0,74.0,251.3874245042408,1.3918918918918919,3.3971273581654162,409.85603448774634,1426.6964628327719,13.0,13.0,stress
