************************************
Exercise 1: SURVEY(false) 
************************************
Exercise 2: RELAX(false) DURATION: 5'
************************************
Exercise 3: SURVEY(false) 
************************************
Exercise 4: SEARCH(false) DURATION: x3
************ REPETITION 1 ************
(1413811038207522632,0.0,0.0,0.0)
(1413811038272219898,0.29079533,0.023356937,0.08880785)
(1413811038337252857,0.29083392,0.023414193,0.08881911)
(1413811038402255299,0.2902816,0.02332585,0.087153226)
(1413811038467288257,0.28978008,0.02264063,0.0855518)
(1413811038532321216,0.2877253,0.022659311,0.08495327)
(1413811038597781422,0.2827716,0.022176832,0.08247608)
(1413811038662448170,0.28100666,0.021627055,0.08059952)
(1413811038727481129,0.2765673,0.018903848,0.079813346)
(1413811038792544605,0.26936036,0.020547086,0.07859336)
(1413811038857608082,0.26733348,0.025204668,0.08539243)
(1413811038922641041,0.26638186,0.032510336,0.08921583)
(1413811038988070728,0.25588885,0.03765673,0.08223445)
(1413811039052737476,0.2500824,0.053396337,0.07464592)
(1413811039117770435,0.25030506,0.06871446,0.06808723)
(1413811039182833912,0.2543182,0.059438795,0.06442966)
(1413811039247866871,0.2611294,0.051449526,0.065870844)
(1413811039312899830,0.2676324,0.049586922,0.071418084)
(1413811039378329517,0.26335925,0.029822426,0.06709696)
(1413811039442996265,0.2609617,0.012332292,0.06159538)
(1413811039508029224,0.2651097,0.017320964,0.06378439)
(1413811039573092701,0.2689277,0.019404115,0.06495655)
(1413811039638125660,0.2726951,0.019243559,0.07019508)
(1413811039703158619,0.27157077,0.018443167,0.07446069)
(1413811039768679859,0.27221844,0.018118607,0.076882176)
(1413811039833255054,0.27455536,0.019200884,0.077150576)
(1413811039898318531,0.27815437,0.019492999,0.07664734)
(1413811039963382007,0.2798898,0.019907393,0.078696765)
(1413811040028414966,0.27970234,0.020832067,0.0776423)
(1413811040093447925,0.2791103,0.020788973,0.07968749)
(1413811040158877613,0.2774443,0.020479193,0.081111625)
(1413811040223544361,0.2758567,0.020782582,0.08145521)
(1413811040288577320,0.2756855,0.021235546,0.08121827)
(1413811040353610279,0.2751557,0.020642508,0.08232816)
(1413811040418673756,0.27315593,0.020616822,0.08286174)
(1413811040483706715,0.2732842,0.020513242,0.08295758)
(1413811040549136402,0.27327505,0.020820796,0.0830075)
(1413811040613772632,0.27357054,0.02138152,0.08293203)
(1413811040678805591,0.27409968,0.02151459,0.083631635)
(1413811040743869068,0.27439958,0.020900866,0.084282964)
(1413811040808902027,0.2740645,0.020247314,0.0848174)
(1413811040873965504,0.2741306,0.020106895,0.085456654)
(1413811040939395191,0.27379945,0.020488668,0.08581839)
(1413811041004031422,0.2737147,0.021144629,0.08611935)
(1413811041069094898,0.27502123,0.021820907,0.08581424)
(1413811041134127857,0.27637896,0.021722523,0.086956196)
(1413811041199160816,0.2764143,0.021820178,0.08716403)
(1413811041264193775,0.2766527,0.022633761,0.0861244)
(1413811041329623463,0.2769751,0.02310977,0.08597808)
(1413811041394290211,0.27718183,0.023056567,0.08607933)
(1413811041459323170,0.27658463,0.023162642,0.08611141)
(1413811041524356129,0.27626312,0.023691861,0.085314214)
(1413811041589419605,0.2755966,0.02415448,0.08527603)
(1413811041656741382,0.2765521,0.024939613,0.08550402)
